Draw,Date,Winning Number 1,2,3,4,5,6,Extra Number ,From Last,Same As Day,Odd,Even, 1-10, 11-20, 21-30, 31-40, 41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize,Turnover
09/111,2009-09-19,20,23,28,37,39,41,26,28,,4,2,0,1,2,2,1,0,0,1,1225555,56,58355,187,4800,3278,320,4725,160,68850,20,24181441
09/110,2009-09-17,19,21,24,28,30,48,26,,,2,4,0,1,4,0,1,1,22080625,3,764595,138,44320,442,4800,7969,320,12119,160,154477,20,49082557
09/109,2009-09-15,11,14,16,17,35,49,34,"14,17,35",,4,2,0,4,0,1,1,0,0,5,370680,102,48455,280,4800,5762,320,7498,160,110339,20,37356258
09/108,2009-09-12,1,3,14,17,35,43,47,35,,5,1,2,2,0,1,1,0,0,4,386580,69,59760,189,4800,4726,320,5982,160,95129,20,30754620
09/107,2009-09-10,7,29,31,32,33,35,48,,,5,1,1,0,1,4,0,0,0,4,329075,126,27855,176,4800,5620,320,4986,160,90151,20,27569197
09/106,2009-09-08,11,13,16,20,21,28,15,,,3,3,0,4,2,0,0,2,7612335,5,365955,172,28365,423,4800,8605,320,11152,160,149741,20,42533329
09/105,2009-09-06,9,24,35,40,41,48,31,9,,3,3,1,0,1,2,2,0,0,3,526145,69,61000,173,4800,4009,320,5331,160,81622,20,29930095
09/104,2009-09-04,6,9,14,17,47,49,38,17,,4,2,2,2,0,0,2,0,0,2,661525,101,34930,271,4800,5499,320,8145,160,101668,20,29796211
09/103,2009-09-01,17,19,22,27,40,46,4,17,,3,3,0,2,2,1,1,2,16408335,6,599050,184,52090,466,4800,9927,320,16059,160,196183,20,70812128
09/102,2009-08-29,4,17,18,26,33,35,40,17,,3,3,1,2,1,2,0,0,0,1,2315905,196,31505,328,4800,8223,320,9608,160,150192,20,47617173
09/101,2009-08-27,5,8,17,24,30,42,34,"5,24",,2,4,2,1,2,0,1,0,0,5,382295,163,31270,328,4800,7559,320,8656,160,139295,20,41051580
09/100,2009-08-25,5,11,12,15,24,32,39,"12,32",,3,3,1,3,1,1,0,0,0,4,362625,160,24175,326,4800,8431,320,8915,160,140624,20,35422394
09/099,2009-08-22,3,4,12,29,32,48,16,"12,29",,2,4,2,1,1,1,1,0,0,1,1204410,48,66910,195,4800,4010,320,5676,160,80560,20,25115088
09/098,2009-08-20,12,15,22,26,27,29,37,15,,3,3,0,2,4,0,0,1,29692395,3,989605,205,38615,468,4800,12055,320,14249,160,210285,20,63591115
09/097,2009-08-18,1,3,15,18,20,33,48,20,18,4,2,2,3,0,1,0,0,0,6,358840,176,32620,510,4800,10558,320,12482,160,188432,20,50677123
09/096,2009-08-15,6,16,20,23,24,34,42,6,,1,5,1,2,2,1,0,0,0,1,1736605,105,44100,285,4800,5492,320,7653,160,111548,20,35746815
09/095,2009-08-13,3,6,18,27,29,37,4,,,4,2,2,1,2,1,0,0,0,2,686160,148,24725,319,4800,7062,320,8784,160,120604,20,32708123
09/094,2009-08-11,1,15,23,24,31,39,33,23,,5,1,1,1,2,2,0,0,0,3,472355,89,42745,178,4800,4921,320,6469,160,91758,20,29038546
09/093,2009-08-08,5,8,10,11,23,30,42,,8,3,3,3,1,2,0,0,5,1000000,4,113805,334,9600,249,4800,10346,320,6618,160,133022,20,25451186
09/092,2009-08-06,18,28,38,39,47,48,24,,,2,4,0,1,1,2,2,3,6153815,7,181115,679,9600,517,4800,18330,320,12597,160,173187,20,49189396
09/091,2009-08-04,9,27,32,34,36,37,20,,,3,3,1,0,1,4,0,0,0,6,310340,132,37615,353,4800,8018,320,8435,160,139394,20,40813015
09/090,2009-08-01,1,8,20,45,47,48,11,,1,3,3,2,1,0,0,3,0,0,2,678640,94,38500,305,4800,5251,320,8629,160,98336,20,30435646
09/089,2009-07-30,4,11,12,18,21,40,44,"4,11",,2,4,1,3,1,1,0,0,0,2,588785,84,37380,176,4800,4961,320,4699,160,91553,20,25263507
09/088,2009-07-28,4,11,20,28,46,49,31,4,28,2,4,1,2,1,0,2,1,30473820,6,581875,213,43705,441,4800,11339,320,13868,160,215233,20,70085150
09/087,2009-07-25,4,22,23,31,36,47,20,47,,3,3,1,0,2,2,1,0,0,2,634090,56,60385,138,4800,3388,320,4109,160,69250,20,24221673
09/086,2009-07-23,1,3,11,15,39,47,44,"1,15",,6,0,2,2,0,1,1,1,16800000,3,654365,100,52345,235,4800,6059,320,6812,160,125945,20,38995233
09/085,2009-07-21,1,4,6,13,15,48,39,,,3,3,3,2,0,0,1,0,0,1,1597675,146,29180,230,4800,7211,320,6344,160,132945,20,34796191
09/084,2009-07-18,24,28,29,38,39,41,19,29,,3,3,0,0,3,2,1,0,0,0,0,64,46565,263,4800,3591,320,5367,160,63132,20,23560581
09/083,2009-07-16,3,5,14,17,29,45,31,,,5,1,2,2,1,0,1,1,5000000,3,401330,124,25890,246,4800,4548,320,6192,160,89012,20,26347746
09/082,2009-07-14,2,10,19,39,46,47,41,"2,47",,3,3,2,1,0,1,2,1,5000000,1,1495300,59,67580,154,4800,3738,320,4268,160,77234,20,27995371
09/081,2009-07-11,2,9,18,21,32,47,26,,,3,3,2,1,1,1,1,1,10746100,2,749010,103,38780,252,4800,5482,320,6747,160,100473,20,31532265
09/080,2009-07-09,4,24,26,30,31,46,2,30,,1,5,1,0,3,1,1,0,0,0,0,91,36685,218,4800,4663,320,6126,160,81879,20,26534431
09/079,2009-07-07,6,27,30,38,41,47,20,,,3,3,1,0,2,1,2,1,10490230,1,1830075,80,61000,210,4800,4984,320,6464,160,101277,20,35314773
09/078,2009-07-04,2,14,17,19,20,49,26,19,,3,3,1,4,0,0,1,0,0,3,437825,62,56490,125,4800,3509,320,5207,160,70778,20,25178074
09/077,2009-07-02,6,19,22,24,29,40,4,,,2,4,1,1,3,1,0,1,23037500,1,2147395,145,39490,494,4800,8832,320,13714,160,166987,20,49009714
09/076,2009-06-30,5,11,15,17,25,46,24,,,5,1,1,3,1,0,1,0,0,2,920980,180,27285,386,4800,10153,320,11718,160,168953,20,44166871
09/075,2009-06-27,16,18,21,26,30,48,45,"26,30",,1,5,0,2,3,0,1,0,0,2,799975,62,68815,164,4800,3957,320,5073,160,81216,20,30020146
09/074,2009-06-25,12,19,26,30,36,45,20,19,,2,4,0,2,2,1,1,0,0,0,0,68,49785,155,4800,3794,320,5271,160,72579,20,25099706
09/073,2009-06-23,1,19,34,39,43,48,45,,,4,2,1,1,0,2,2,1,40097340,5,806485,209,51450,457,4800,11481,320,14478,160,221314,20,78059293
09/072,2009-06-20,7,11,24,32,35,49,46,11,,4,2,1,1,1,2,1,1,5000000,2,609540,80,40635,171,4800,4018,320,5242,160,78658,20,24906257
09/071,2009-06-18,2,11,17,19,22,26,13,,,3,3,1,3,2,0,0,1,5000000,6,171625,133,20645,305,4800,6085,320,7739,160,103103,20,26398877
09/070,2009-06-16,16,25,27,30,37,41,36,25,16,4,2,0,1,3,1,1,1,5000000,1,1419320,63,60075,140,4800,3440,320,5482,160,70638,20,26778950
09/069,2009-06-14,12,13,25,39,42,43,38,43,,4,2,0,2,1,1,2,1,37337865,10,362595,224,43280,634,4800,11281,320,17046,160,208852,20,74298944
09/068,2009-06-11,8,11,15,20,33,43,34,,11,4,2,1,3,0,1,1,0,0,3,845945,202,33500,496,4800,10692,320,13807,160,199125,20,56641291
09/067,2009-06-09,7,13,16,35,42,46,25,,,3,3,1,2,0,1,2,0,0,5,436605,155,37555,450,4800,8453,320,11707,160,154971,20,47834209
09/066,2009-06-06,1,5,8,23,32,48,3,,,3,3,3,0,1,1,1,0,0,4,293335,160,19555,599,4800,8167,320,16243,160,138818,20,36036957
09/065,2009-06-04,4,9,19,22,24,43,1,,4,3,3,2,1,2,0,1,0,0,3,419685,123,27295,416,4800,6742,320,11591,160,121876,20,32726314
09/064,2009-06-02,5,7,18,26,29,47,2,,,4,2,2,1,2,0,1,0,0,3,392545,125,25120,350,4800,6011,320,8926,160,105145,20,29192277
09/063,2009-05-30,9,12,14,20,27,36,11,"12,20",,2,4,1,3,1,1,0,1,5000000,4,267825,99,28855,309,4800,5094,320,8984,160,90993,20,26331677
09/062,2009-05-28,2,12,20,28,46,49,31,,28,1,5,1,2,1,0,2,1,5000000,0,0,80,39720,125,4800,3522,320,4276,160,69810,20,23217508
09/061,2009-05-26,11,14,19,25,27,47,20,,,5,1,0,3,2,0,1,1,31180415,5,745360,229,43395,604,4800,13435,320,16881,160,251530,20,78208210
09/060,2009-05-23,1,8,21,32,37,46,22,,,3,3,2,0,1,2,1,0,0,0,0,96,38130,291,4800,4501,320,7890,160,93205,20,29667530
09/059,2009-05-19,28,33,36,38,40,45,4,,,2,4,0,0,1,4,1,1,32332150,6,576325,248,37180,488,4800,12566,320,15265,160,227473,20,71645335
09/058,2009-05-16,3,7,11,18,20,27,2,,,4,2,2,3,1,0,0,0,0,11,133940,308,12755,818,4800,12767,320,18129,160,200556,20,47623438
09/057,2009-05-14,6,23,31,43,46,49,40,,,4,2,1,0,1,1,3,0,0,1,2093660,115,48545,333,4800,6796,320,8059,160,122915,20,42331422
09/056,2009-05-12,9,25,29,36,38,41,23,41,,4,2,1,0,2,2,1,0,0,2,825030,91,48350,277,4800,5746,320,8334,160,111665,20,34858068
09/055,2009-05-10,11,14,21,28,41,48,32,,,3,3,0,2,2,0,2,0,0,0,0,77,45260,210,4800,4385,320,5425,160,82131,20,26845908
09/054,2009-05-07,2,3,7,9,16,34,14,,7,3,3,4,1,0,1,0,1,5000000,5,162040,196,11020,382,4800,8364,320,9604,160,128543,20,26950202
09/053,2009-05-05,5,29,30,31,41,45,47,29,5,5,1,1,0,2,1,2,2,5086930,2,862310,153,30055,224,4800,6179,320,7112,160,113183,20,35349229
09/052,2009-05-02,1,6,18,29,39,48,10,,,3,3,2,1,1,1,1,0,0,1,964140,62,41465,247,4800,3935,320,7027,160,75343,20,22480389
09/051,2009-04-30,8,11,21,30,38,49,35,,30,3,3,1,1,2,1,1,1,23304255,3,793870,200,31750,369,4800,9008,320,10975,160,167877,20,50397948
09/050,2009-04-28,3,7,20,34,36,41,39,34,,3,3,2,1,0,2,1,0,0,2,1095230,105,55630,276,4800,6304,320,7936,160,125574,20,42908522
09/049,2009-04-25,4,17,34,38,46,49,7,"34,46",,2,4,1,1,0,2,2,0,0,1,1529335,85,47975,190,4800,3775,320,6276,160,72407,20,29215389
09/048,2009-04-23,15,20,34,42,45,46,23,42,,2,4,0,2,0,1,3,0,0,1,1385245,69,53535,175,4800,3557,320,6024,160,66811,20,26715960
09/047,2009-04-21,4,18,31,41,42,43,24,,,3,3,1,1,0,1,3,1,10013435,3,557045,98,45470,311,4800,5936,320,8254,160,105013,20,35289048
09/046,2009-04-18,10,14,22,29,33,48,5,,,2,4,1,1,2,1,1,0,0,3,332060,99,26830,237,4800,5160,320,6985,160,88594,20,24030389
09/045,2009-04-16,1,11,12,19,28,30,49,,,3,3,1,3,2,0,0,2,9855770,4,438830,361,12985,528,4800,15136,320,11941,160,212675,20,48891750
09/044,2009-04-14,2,7,22,27,41,42,5,,,3,3,2,0,2,0,2,0,0,5,358770,151,31675,382,4800,7642,320,11005,160,132667,20,40435262
09/043,2009-04-11,3,16,25,38,45,47,35,,,4,2,1,1,1,1,2,0,0,1,1354640,78,46310,225,4800,4406,320,6624,160,81029,20,27952782
09/042,2009-04-09,7,9,22,29,44,49,1,"22,29",9,4,2,2,0,2,0,2,0,0,5,188080,124,20220,385,4800,5828,320,10440,160,96958,20,26318566
09/041,2009-04-07,4,21,22,29,41,45,14,,,4,2,1,0,3,0,2,1,31041760,7,525795,201,48830,543,4800,10829,320,16965,160,211988,20,74055441
09/040,2009-04-04,2,6,10,17,18,46,34,,,1,5,3,2,0,0,1,0,0,4,330680,115,30670,235,4800,5866,320,6595,160,107216,20,29435096
09/039,2009-04-02,7,13,20,33,39,45,30,7,,5,1,1,2,0,2,1,0,0,1,1362650,97,37460,193,4800,4635,320,6311,160,85106,20,27971222
09/038,2009-03-31,1,7,15,23,29,35,14,,,6,0,2,1,2,1,0,1,9361260,2,726875,160,24225,326,4800,7787,320,9116,160,132405,20,34843390
09/037,2009-03-29,24,32,36,40,42,43,47,"36,42",,1,5,0,0,1,3,2,0,0,1,1339385,80,44645,202,4800,4507,320,4900,160,80463,20,27069275
09/036,2009-03-26,5,14,34,36,38,42,19,38,,1,5,1,1,0,3,1,1,22911730,2,1296770,149,46415,393,4800,8096,320,11261,160,158543,20,52685330
09/035,2009-03-24,4,12,15,16,38,46,21,,,1,5,1,3,0,1,1,0,0,3,695655,113,49250,336,4800,7217,320,10711,160,141090,20,43976134
09/034,2009-03-21,13,23,27,32,34,43,22,32,,4,2,0,1,2,2,1,0,0,3,430015,146,23560,362,4800,6765,320,8745,160,103805,20,31164098
09/033,2009-03-19,6,14,18,21,32,46,43,"14,21",,1,5,1,2,1,1,1,0,0,1,1469075,92,42580,164,4800,4427,320,4959,160,84261,20,28601595
09/032,2009-03-17,11,12,14,17,21,37,10,,17,4,2,0,4,1,1,0,2,2500000,3,404820,123,26325,349,4800,6691,320,9656,160,113588,20,30611627
09/031,2009-03-14,10,16,19,33,42,43,12,16,,3,3,1,2,0,1,2,1,5000000,1,1329290,73,48555,186,4800,3806,320,5518,160,77503,20,26448386
09/030,2009-03-12,2,12,15,16,30,32,5,32,12,1,5,1,3,1,1,0,3,13038055,7,474030,316,28000,876,4800,15748,320,23406,160,274982,20,79256046
09/029,2009-03-10,21,27,32,33,39,48,9,,,4,2,0,0,2,3,1,0,0,6,508860,204,39910,722,4800,11227,320,20222,160,206946,20,68152250
09/028,2009-03-08,3,4,11,28,37,40,36,,,3,3,2,1,1,2,0,0,0,6,206830,96,34470,267,4800,5531,320,6851,160,100503,20,28239478
09/027,2009-03-05,2,7,17,20,33,47,45,,,4,2,2,2,0,1,1,2,17493305,4,743915,230,34500,432,4800,12116,320,13130,160,221272,20,63475590
09/026,2009-03-03,22,25,30,37,38,49,15,22,,3,3,0,0,3,2,1,0,0,4,707050,134,56280,360,4800,8721,320,10934,160,156051,20,55757035
09/025,2009-02-28,5,15,22,24,34,46,26,"15,24",,2,4,1,1,2,1,1,0,0,3,670405,87,61645,330,4800,6077,320,9601,160,118478,20,41053141
09/024,2009-02-26,14,15,19,23,24,25,2,,,4,2,0,3,3,0,0,0,0,1,1677670,168,26625,325,4800,6318,320,8804,160,111228,20,36121223
09/023,2009-02-24,1,9,32,37,38,47,25,,,4,2,2,0,0,3,1,0,0,0,0,67,60025,212,4800,4683,320,6507,160,94690,20,30556763
09/022,2009-02-21,7,8,14,15,20,21,44,,21,3,3,2,3,1,0,0,1,5000000,4,287015,142,21560,212,4800,6110,320,5691,160,101864,20,26539704
09/021,2009-02-19,6,9,16,26,29,36,8,26,,2,4,2,1,2,1,0,9,555555,27,19200,781,9600,990,4800,13086,320,14596,160,125193,20,28212824
09/020,2009-02-17,8,12,15,26,39,44,6,"12,39",,2,4,1,2,1,1,1,2,14101445,48,56960,317,23000,1149,4800,12054,320,19110,160,217937,20,68186091
09/019,2009-02-14,12,17,31,37,39,46,8,,,4,2,0,2,0,3,1,0,0,2,792425,81,52175,269,4800,4439,320,7854,160,87687,20,32097496
09/018,2009-02-12,10,14,22,28,32,42,36,14,,0,6,1,1,2,1,1,0,0,3,424875,83,40950,266,4800,5777,320,7495,160,100664,20,29029643
09/017,2009-02-10,4,6,14,21,24,48,8,48,,1,5,2,1,2,0,1,2,7699240,9,208065,170,29370,715,4800,9370,320,17067,160,158712,20,48246308
09/016,2009-02-07,9,12,42,44,45,48,35,,,2,4,1,1,0,0,4,0,0,4,398385,141,30135,211,4800,7322,320,6556,160,109289,20,33824023
09/015,2009-02-05,3,23,25,36,46,47,20,46,,4,2,1,0,2,1,2,0,0,2,777650,82,50575,185,4800,4624,320,5227,160,85235,20,30190654
09/014,2009-02-03,8,12,26,31,44,46,42,,,1,5,1,1,1,1,2,1,5000000,1,1657005,90,49095,233,4800,5116,320,6734,160,98720,20,33234733
09/013,2009-01-31,4,9,10,14,24,29,38,9,,2,4,3,1,2,0,0,3,6222920,4,494585,342,15425,509,4800,13932,320,13919,160,215510,20,51724251
09/012,2009-01-29,6,8,9,17,25,36,4,17,,3,3,3,1,1,1,0,0,0,8,168980,252,14315,620,4800,11701,320,15997,160,185601,20,42399637
09/011,2009-01-27,7,13,17,21,42,45,36,,,5,1,1,2,1,0,2,0,0,2,613020,100,32690,311,4800,4544,320,6454,160,85883,20,27183768
09/010,2009-01-25,4,12,19,40,44,47,49,"44,47",,2,4,1,2,0,1,2,0,0,1,1255665,58,57730,161,4800,3577,320,4649,160,69327,20,24531204
09/009,2009-01-23,5,17,37,38,44,47,12,5,,4,2,1,1,0,2,2,2,37514940,7,1052460,463,42430,1065,4800,25963,320,33807,160,476274,20,152457863
09/008,2009-01-20,5,13,22,29,34,42,37,29,,3,3,1,1,2,1,1,0,0,14,355430,422,31440,1047,4800,20610,320,25473,160,366309,20,110143413
09/007,2009-01-17,1,15,16,28,29,47,37,,,4,2,1,2,2,0,1,1,5000000,6,212295,87,39040,178,4800,4226,320,5135,160,80297,20,25862773
09/006,2009-01-15,6,9,10,12,24,32,30,12,,1,5,3,1,1,1,0,1,5000000,5,155540,227,9600,450,4800,9186,320,10740,160,130928,20,26913079
09/005,2009-01-13,12,15,36,40,41,49,42,,,3,3,0,2,0,2,2,1,16231080,2,1039965,109,50885,296,4800,6777,320,8243,160,123794,20,41892462
09/004,2009-01-11,3,7,16,19,44,47,31,19,,4,2,2,2,0,0,2,0,0,3,554585,69,64300,206,4800,4926,320,6877,160,97728,20,32979008
09/003,2009-01-08,18,19,22,33,42,46,7,42,,2,4,0,2,1,1,2,0,0,8,166170,93,38115,230,4800,4610,320,6698,160,83064,20,27872885
09/002,2009-01-06,9,14,23,30,42,45,19,30,,3,3,1,1,2,0,2,2,8335270,4,568835,164,37085,371,4800,8396,320,10899,160,154668,20,48100179
09/001,2009-01-03,2,10,16,21,22,30,26,,,1,5,2,1,3,0,0,0,0,4,403705,177,24325,419,4800,8220,320,10421,160,137589,20,38686625
08/149,2008-12-30,4,8,18,29,40,47,9,,,2,4,2,1,1,1,1,0,0,5,272815,62,58670,267,4800,4272,320,8846,160,86862,20,29249504
08/148,2008-12-27,2,17,19,21,24,34,18,24,,3,3,1,2,2,1,0,2,29659155,10,602220,382,42035,1024,4800,19615,320,27627,160,361675,20,124008231
08/147,2008-12-23,22,24,26,29,33,48,46,26,,2,4,0,0,4,1,1,0,0,8,552150,270,43625,681,4800,15810,320,18745,160,291002,20,91681157
08/146,2008-12-21,6,13,20,26,34,40,10,40,,1,5,1,2,1,2,0,0,0,1,1273320,80,42440,272,4800,4164,320,7716,160,78067,20,27337869
08/145,2008-12-18,2,22,27,31,40,46,13,,,2,4,1,0,2,2,1,1,16252200,3,654880,96,54570,330,4800,5483,320,9710,160,108393,20,39727696
08/144,2008-12-16,21,29,32,36,38,44,43,36,,2,4,0,0,2,3,1,0,0,3,595360,114,41775,211,4800,4741,320,7233,160,92755,20,34495071
08/143,2008-12-13,1,7,27,36,40,48,13,"1,48",,3,3,2,0,1,2,1,0,0,5,235605,73,43030,234,4800,3775,320,7172,160,78183,20,25319936
08/142,2008-12-11,1,10,11,41,47,48,20,47,11,4,2,2,1,0,0,3,1,5000000,3,422985,130,26025,189,4800,5305,320,6204,160,90007,20,27211172
08/141,2008-12-09,7,14,21,43,44,47,35,,,4,2,1,1,1,0,3,1,29663860,11,292840,210,40905,529,4800,11275,320,15401,160,198044,20,66984116
08/140,2008-12-07,4,9,17,26,28,30,1,28,,2,4,2,1,3,0,0,0,0,9,127840,113,27150,470,4800,6457,320,12568,160,112116,20,31492017
08/139,2008-12-04,8,10,28,35,37,47,12,,,3,3,2,0,1,2,1,0,0,2,616410,85,38675,241,4800,4676,320,7710,160,90618,20,27279254
08/138,2008-12-02,3,13,29,30,31,43,8,,,5,1,1,1,2,1,1,1,5000000,3,393010,141,22295,372,4800,6240,320,10187,160,97896,20,29647582
08/137,2008-11-29,5,6,27,33,36,37,48,"6,36",,4,2,2,0,1,3,0,1,21325340,1,2074245,192,28805,321,4800,9516,320,9710,160,167685,20,45720566
08/136,2008-11-27,4,6,14,21,36,46,41,46,,1,5,2,1,1,1,1,0,0,6,323825,150,34540,335,4800,7032,320,8472,160,128502,20,40774183
08/135,2008-11-25,3,9,18,38,46,48,13,3,,2,4,2,1,0,1,2,0,0,1,1424555,123,30880,407,4800,7624,320,10933,160,131080,20,35556622
08/134,2008-11-22,1,3,4,17,24,28,7,4,,3,3,3,1,2,0,0,0,0,7,108530,136,14895,716,4800,6102,320,16473,160,103589,20,25767334
08/133,2008-11-20,4,13,31,36,40,41,49,,,3,3,1,1,0,3,1,1,14286415,10,171620,179,25565,788,4800,7958,320,10199,160,131143,20,42882294
08/132,2008-11-18,5,11,18,28,29,32,10,"5,32",18,3,3,1,2,2,1,0,0,0,5,275850,148,24850,509,4800,8543,320,13072,160,144654,20,37528101
08/131,2008-11-15,2,5,8,24,32,37,35,,,2,4,3,0,1,2,0,0,0,5,197910,143,18450,316,4800,6269,320,8519,160,105766,20,26393845
08/130,2008-11-13,9,10,20,33,34,43,42,20,,3,3,2,1,0,2,1,3,13659900,7,555360,252,41135,673,4800,14942,320,18039,160,275258,20,83117323
08/129,2008-11-11,17,19,20,27,32,35,11,,,4,2,0,3,1,2,0,0,0,2,1552840,228,36320,835,4800,12135,320,23226,160,217835,20,71696916
08/128,2008-11-09,1,4,6,15,24,48,43,6,,2,4,3,1,1,0,1,2,12176225,4,651990,136,51135,314,4800,10458,320,10307,160,194908,20,54642426
08/127,2008-11-06,5,6,28,35,42,43,4,43,6,3,3,2,0,1,1,2,0,0,2,1133640,150,40305,401,4800,8692,320,11511,160,164337,20,48970365
08/126,2008-11-03,1,8,20,25,38,43,39,,,3,3,2,1,1,1,1,0,0,0,0,107,29445,197,4800,5175,320,5888,160,94273,20,26085656
08/125,2008-11-01,11,17,19,23,32,44,25,23,,4,2,0,3,1,1,1,0,0,4,304665,80,40620,193,4800,4478,320,5583,160,81121,20,25560969
08/124,2008-10-30,5,13,23,33,37,40,39,13,,5,1,1,1,1,3,0,1,48890260,10,449390,281,42645,859,4800,18330,320,23168,160,326808,20,98437363
08/123,2008-10-28,3,10,11,13,26,48,9,"3,13",,3,3,2,2,1,0,1,0,0,5,623895,289,28780,1029,4800,15381,320,27739,160,269417,20,78779897
08/122,2008-10-25,3,13,18,20,22,30,39,,,2,4,1,3,2,0,0,0,0,4,584900,198,31505,476,4800,11633,320,12748,160,199594,20,54034852
08/121,2008-10-23,5,9,19,21,27,46,37,9,,5,1,2,1,2,0,1,0,0,5,407305,193,28135,406,4800,10608,320,11404,160,182582,20,47665584
08/120,2008-10-21,1,8,9,32,35,37,14,"9,32,35",,4,2,3,0,0,3,0,0,0,6,288970,142,32560,334,4800,7331,320,9361,160,144213,20,38950598
08/119,2008-10-18,3,6,7,9,32,35,24,6,,4,2,4,0,0,2,0,0,0,5,181340,144,16860,441,4800,8264,320,10313,160,138972,20,29324743
08/118,2008-10-16,6,21,31,40,42,44,7,"21,44",,2,4,1,0,1,2,2,0,0,3,466935,45,83010,177,4800,3300,320,5837,160,69414,20,26833726
08/117,2008-10-14,11,14,19,21,41,44,31,11,14,4,2,0,3,1,0,2,1,9694050,5,312935,108,38630,420,4800,5252,320,10160,160,97139,20,34681133
08/116,2008-10-11,8,11,35,37,38,46,27,38,11,3,3,1,1,0,3,1,0,0,4,314110,66,50765,148,4800,3898,320,5588,160,78483,20,25234063
08/115,2008-10-09,1,2,12,19,27,38,41,,,3,3,2,2,1,1,0,2,14349375,9,322175,293,26440,547,4800,14794,320,14048,160,248282,20,66324768
08/114,2008-10-07,4,10,26,34,46,49,5,4,,1,5,2,0,1,1,2,2,4535500,5,271400,298,12140,379,4800,8823,320,8792,160,111504,20,33742275
08/113,2008-10-04,4,14,16,19,22,35,9,,4,2,4,1,3,1,1,0,0,0,3,316155,94,26905,337,4800,5103,320,9627,160,83842,20,24844910
08/112,2008-10-02,13,17,20,29,32,42,15,,,3,3,0,3,1,1,1,1,35092340,3,1138915,178,51185,452,4800,10199,320,13759,160,192506,20,67622368
08/111,2008-09-30,11,26,27,39,40,47,34,39,,4,2,0,1,2,2,1,0,0,7,396955,159,46600,427,4800,8491,320,10927,160,162523,20,55781883
08/110,2008-09-27,7,17,33,36,39,44,31,,,4,2,1,1,0,3,1,0,0,5,352515,116,40515,332,4800,6402,320,8720,160,116875,20,37569733
08/109,2008-09-25,1,4,15,16,29,46,30,4,,3,3,2,2,1,0,1,0,0,1,2072735,129,42845,296,4800,6686,320,8832,160,127312,20,42045508
08/108,2008-09-20,4,5,10,27,28,49,46,49,,3,3,3,0,2,0,1,0,0,4,279720,122,24455,178,4800,5425,320,4224,160,90657,20,24585622
08/107,2008-09-18,2,17,34,38,46,49,33,,,2,4,1,1,0,2,2,1,5000000,2,721365,52,73985,137,4800,3397,320,4670,160,67319,20,26681126
08/106,2008-09-16,4,9,14,25,36,40,45,9,,2,4,2,1,1,2,0,1,9031915,2,671985,151,23730,319,4800,7434,320,8900,160,113809,20,32326152
08/105,2008-09-13,3,8,9,16,34,46,42,8,,2,4,3,1,0,1,1,0,0,1,1165725,86,36145,205,4800,5491,320,5524,160,104906,20,26411557
08/104,2008-09-11,2,8,12,20,25,49,34,,,2,4,2,2,1,0,1,1,5000000,2,567985,146,20745,247,4800,7188,320,6339,160,115673,20,28028845
08/103,2008-09-09,3,7,15,23,29,48,5,23,,5,1,2,1,2,0,1,2,20794020,15,301955,348,34705,1053,4800,19611,320,32884,160,356823,20,105388681
08/102,2008-09-06,4,10,18,22,23,38,35,22,,1,5,2,1,2,1,0,2,19842215,7,484040,319,28320,748,4800,17218,320,20651,160,303513,20,80180575
08/101,2008-09-04,7,17,22,26,31,42,12,"22,31",,3,3,1,1,2,1,1,0,0,5,598705,199,40235,613,4800,10805,320,17437,160,202797,20,65141481
08/100,2008-09-02,9,13,16,22,24,31,18,,,3,3,1,2,2,1,0,0,0,2,1050495,169,33150,524,4800,10466,320,14240,160,181889,20,50319031
08/099,2008-08-30,2,8,10,37,44,49,22,,,2,4,3,0,0,1,2,0,0,2,812910,73,59390,322,4800,4859,320,9269,160,100591,20,34270616
08/098,2008-08-28,1,21,27,31,34,38,10,,,4,2,1,0,2,3,0,0,0,1,1452825,87,44530,283,4800,5231,320,8123,160,98760,20,31389892
08/097,2008-08-26,2,13,19,25,30,43,44,25,,4,2,1,2,2,0,1,0,0,1,1425725,76,50025,152,4800,4151,320,4968,160,82515,20,27681710
08/096,2008-08-23,3,9,10,20,25,34,41,"3,20",,3,3,3,1,1,1,0,1,13831390,1,1376470,127,28900,202,4800,6287,320,5612,160,110394,20,29946843
08/095,2008-08-21,1,3,20,21,35,37,46,,21,5,1,2,1,1,2,0,0,0,3,522440,86,48595,191,4800,5070,320,5040,160,98275,20,31098537
08/094,2008-08-19,7,19,24,26,32,39,20,32,19,3,3,1,1,2,2,0,0,0,4,342835,108,33860,210,4800,4805,320,5737,160,90957,20,28387309
08/093,2008-08-16,14,25,32,38,43,46,35,46,,2,4,0,1,1,2,2,1,5000000,2,625115,72,46305,174,4800,3300,320,5117,160,63117,20,24317763
08/092,2008-08-14,16,20,23,27,41,46,6,,,3,3,0,2,2,0,2,1,16071565,4,528445,72,78285,246,4800,5106,320,8380,160,103911,20,40221233
08/091,2008-08-12,10,11,15,26,28,31,43,15,,3,3,1,2,2,1,0,0,0,3,525575,124,33905,246,4800,6846,320,6816,160,120880,20,34131272
